##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	ANCIENT.SIM.CONT.COV-7.5.RUN-3.fq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	3890
Sequences flagged as poor quality	0
Sequence length	30-49
%GC	37
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
31	45	-1.2552083333333333
31	46	-1.125
31	47	-0.9869791666666666
31	48	-0.5885416666666666
31	49	-0.5442708333333334
63	1	-0.2877604166666643
63	2	1.37890625
63	3	0.9791666666666643
63	4	-0.75390625
63	5	4.334635416666664
63	6	1.6888020833333357
63	7	1.5442708333333357
63	8	1.23828125
63	9	1.3828125
63	10	0.98046875
63	11	-6.6875
63	12	1.1080729166666643
63	13	0.8541666666666643
63	14	1.28515625
63	15	0.984375
63	16	1.2083333333333357
63	17	0.9596354166666643
63	18	0.94921875
63	19	1.4244791666666643
63	20	-7.598958333333336
63	21	1.1549479166666643
63	22	0.21875
63	23	1.1106770833333357
63	24	1.3059895833333357
63	25	1.3216145833333357
63	26	0.2369791666666643
63	27	1.21484375
63	28	1.03515625
63	29	1.1419270833333357
63	30	1.3059895833333357
63	31	7.91796875
63	32	4.638020833333332
63	33	18.080729166666668
63	34	21.5078125
63	35	23.489583333333336
63	36	26.815104166666664
63	37	28.513020833333336
63	38	29.979166666666664
63	39	32.3203125
63	40	33.263020833333336
63	41	34.46875
63	42	35.020833333333336
63	43	-2.6953125
63	44	-2.2473958333333335
63	45	-1.2552083333333333
63	46	-1.125
63	47	-0.9869791666666666
63	48	-0.5885416666666666
63	49	-0.5442708333333334
160	1	0.7122395833333357
160	2	-0.62109375
160	3	0.9791666666666643
160	4	1.24609375
160	5	0.3346354166666643
160	6	1.6888020833333357
160	7	1.5442708333333357
160	8	1.23828125
160	9	1.3828125
160	10	0.98046875
160	11	1.3125
160	12	1.1080729166666643
160	13	0.8541666666666643
160	14	1.28515625
160	15	0.984375
160	16	1.2083333333333357
160	17	0.9596354166666643
160	18	0.94921875
160	19	1.4244791666666643
160	20	1.4010416666666643
160	21	1.1549479166666643
160	22	1.21875
160	23	1.1106770833333357
160	24	1.3059895833333357
160	25	1.3216145833333357
160	26	1.2369791666666643
160	27	1.21484375
160	28	1.03515625
160	29	1.1419270833333357
160	30	1.3059895833333357
160	31	7.91796875
160	32	11.638020833333332
160	33	4.080729166666668
